ID,Feed,Sentiment
,لاحولا ولا قوة إلا بالله ,Negative
,أروع الممثلين إتوانسة أو يستحق الجائزة,Positive
,5amej ta7an,Negative
,رووووو‘‘وعة,Positive
,معلم و عجبني تصرفو كيف قام و عطا كلمتين و خرج,Positive
,9awm lout,Negative
,الإنسان مواقف وترك السمعة الحسنة هدف ينشده الجميع,Positive
,Inchala isire fi martek ya kelb,Negative
,Beravo si enaji,Positive
,Maset,Negative
,M3LEM YA KAFON,Positive
,"لعنة الله عليهم""",Negative
,men ba3ed choufli 7al  msatet,Negative
,Ya jehél ....,Negative
,يا ولدي راك معلم,Positive
,جعفر القاسمي فنان إنساني بأتم ما في الكلمة من معاني ... ربي يفضلو ويجازيه كل خير,Positive
,walh mela fethay7.belhi chnya e5er me ratidouhch 7orya.9rib bech yrodou el kofer 7orya:(,Negative
,صوتها ياسر خشين مفيهاش لفيانة,Negative
,Akber katheb w monafe9,Negative
,yab9a dima m3alem,Positive
,mela 7iwar ken ta7an w 5ouh tfouh 3likom,Negative
,Ya5ouya mamstouuuuu,Negative
,Chlyk,Negative
,3andha mat9oul fi rou7ha,Positive
,"عزوزة متصابية ، ياسر مغرورة و تافهة ، ماسطة وجاهلة",Negative
,Kalib rcd .,Negative
,Ikhiitttt t9oul chitane,Negative
,"يعطيه الصحة على الأقل لقينا واحد فاهم الحكاية و يعرف يفرق بين الحلال و الحرام
Nawfel 5ir bsara7a
Raw3a bader
Bayroum ye malem
Bravooooooo يقتل بالظحك
ولد الشعب
أحسن فنان
احسن ممثلة في تونس
7alka 3alamya m3a nour chibaaaaa
Tabarkala 3lih w 7dhartlou fi 7fltou w 7aflena Jaw w nasana fil ghorba w rfa3 rayet tounis fi Qatar
ما شاء الله عليه ... الحمد لله  جابولنا شكون يقول لاااا للواط
nmot a3lih
Bravou braaavou brasmi bravou 5adouja
M3ALEM
Wlh yeser tmathel. Bravo
معلّمه
Bravo Amin et bn continuation  w ahsen haja fih yeser metrobi
Ma7lek wajihaaaaa bravo kamelha betawfikkkk
فنانة bravo
Ma7lekom ma7leeeeeeeeeeeekom walah 3ssal bon courage et bon continuation pour vous et sami fehri vraiment talvza lik ya m3aalem :-) ;-)
3asoula barhouma
خمسة وخميس عليها
صوت هبال و روعة  ربي معاك و انشاء الله بالنجاح يا أمونة
Yaser tayara bravo
Mahlahom
تعجبني برشا برافو
ma7la zinek barhom
Yeeeeeeeeeeeesssssser motrobiiii
اصلا جمال روحك  . وربي يشفيك إن الله مع صابيرين  ",Positive
,ماسط لاسط,Negative
,مله مناظرإمقلبه جابتهم هاثوره إلكلبه تفوه,Negative
,Houwa blid w hiya ablad w arak w amssat minou w zouze ichabhou leb3a4hom fel bleda w rkeka w el lemsata.,Negative
,Mamestek,Negative
,حسين الديك كريزمة وفنان فريد في فنه,Positive
,يعجبني في الغناء,Positive
,Chlaka,Negative
,e3aycheha lbanota ta7founa,Positive
,بالله بعدو علينا ها المارك كيفو كي لوريمي كي البحيري كي ديلو الماكي كي شورو كي اللوز من المنابر والتلافز هما سبب المصايب في البلاد ربي يهلكهم,Negative
,اتف من التفاهه,Negative
,صوت غاية في الروعة ,Positive
,ma7lah maryouma,Positive
,N7ebkoum barchaaaaa 😍😍😍😍😍,Positive
,ideal bsara7a,Positive
,bravooooooooooooooo walid,Positive
,لا عاد مسطها خاطر كان يقول فاهم في لباس مش جديدة لحكاية,Negative
,لطفي راك  ناجح    او مدام فمّا ناس كيفك مازالت تونس بخيررفعت رايتها,Positive
,Raw3a...bravoooo (y),Positive
,ياسر غالطة في روحها و عقلها صغير,Negative
,3morha matedbadel :*,Positive
,Positive000 mabrouk iljawéyéz winchalah dima imnawer wémcharif tunis bravo :),Positive
,baaaarcha tha7k hhhhhhhhhh,Positive
,بتوفيق وجيهة الجندوبي انت احسن ممثله تونسيه  نتمنولك التوفيق و رنا نحبوك الكل,Positive
,hhhh walah ena zeda tchemet fiha car hya mesmema w mate9belch etfedliiik,Negative
,وعلى تونس وعلى الانفلات تو بللاهي هذا مسلسل تتفرج فيه لعباد في شهر العباده والصيام ...تفااهه لأبعد الحدود😞😞,Negative
,Feriel y'a 9ahba,Negative
,"Miskiin bader :, ( sa5feni wlh",Negative
,7al9a ta7founa w amine na3rfouh m3alem,Positive
,Mariouma sotek tayara,Positive
,walah  wahdik  ya  lotfi  nes  lkol  y7ibouk ,Positive
,"Bourjouliya 5rit fih ya,semi ...",Negative
,pffffffffffff ena ma fhemtech nawfel 3la echnoi yadh7ek ????,Negative
,Chkon hal 9erd hatha,Negative
,A5MEEEEEJ 9ANET,Negative
,Wallahi jayana fel plateau zayed,Negative
,معلم و أنتم منوا تتعلم,Positive
,ما فهمتش علاش يكرمو فيه رااااك ماااااااسط,Negative
,مورو يا معذبهم,Positive
,mala manadher tfouuuuuuuuuuuhh,Negative
,بلاهي معادش تجيبوه في البلاتوات احمد الرحموني مرضنا باش يخرج. كلمة تقول باش  يبني في بلاص سي اللعواك كي يعرف يركب جملة و يفهم روحو توا نسمعوه سي المرض و الله حرام عليك يا حمزة,Negative
,لا ذات لا صفات عامل روحو متثقف وهو مستواه اولى د اما عندو دراية كبيرة في هزان القفة معلم هههههه,Negative
,خاااااييييييييييييييبببببببببب تعمل جاير من جرتك متفرجتش فى البرنامج,Negative
,Tbarkallah 3leha a7la mi. Lilya w o5tha hhhh rabi yhanik,Positive
,حلقة عالحيط..منشط ضايع فيها..لطفي ساكت..الضيوف تشتم في بعضها هههه والله بالعمل هزني النوم :p :D,Negative
,أمسط من ملايكتو ما راتش عيني ;;; يا ناس راو غلّب عليا ::: تمنيت لو كان جات عندي قدرة نّحيلو الجنسية التونسية و نطيش والديه في زيمبابوي خلّيهم يستغلّوا هاك الراس و يعملوه دربوكة  مأخيب منضروا و م أمسط ملايكتو,Negative
,tfooooouh 3lik ya kelb tawa heda mouhami  ya nessss,Negative
,مستوى منحط ... جاهل متاع ...,Negative
,baya ezzardi m3alma te3jebni bel hak,Positive
,Mchlh 3lih bsarah ensen yhabell,Positive
,راجل,Positive
,malla jourdhen,Negative
,معلم وحدك لسانك يغزل الحرير,Positive
,yezew mesiyesa fadina menha,Negative
,كلها لغة خشبية وتلحيس لنداء,Negative
,attttfffah menek mariitech massset lasset,Negative
,Macheallah,Positive
,في  كلمة وحدة كاريزما,Positive
,maseeeeeettt,Negative
,ملا فصايح.........,Negative
,ماسط وساذج في تفكيرو ....كلمات تافهة من عبد أتفه,Negative
,ممسطهاااااااااااااااااااااااااااااااااااااااااااااااااااااااا,Negative
,عيب عليك يا وليدي نقش في حيوان,Negative
,طحت من عيني كنت نحترمك توة معادش,Negative
,Bravo RIM etbarkalla alik zine et aklek Raby maak,Positive
,lem3allem :* tbarkallah 3lih :D,Positive
,برافوووووووووووووووووووو قمة الاحترافية شكيب أثبت حقيقة المثقف التونسي. .....,Positive
,Baravooooo بيرم,Positive
,"بربي أعلاه تركبولنا في السكر و الدم من دمار امين و شكيب أعلاه اوفاو المنشطين و المعلقين من تونس بربي نحوهم علينا .رانا فديييييييييينا.اووووووف",Negative
,اكبر طحان بوجين في تونس,Negative
,احسن حلقة,Positive
,"الشخص الخطأ في المكان الخطأ،تدخولاتو ماسطة و ميولاتو باينة، بالله نحيوه راهو يشوه في البرنامج و يلزنا باش نبدلو باش مانسمعوهش.",Negative
,M3alem,Positive
,ليس بفنان و لا مثقف... كلوشار و موش راجل... من لخّر أمسط ما فمّا في هالبلاد...,Negative
,Ma7lah 😘😘,Positive
,Pffff mamstek,Negative
,Machallah,Positive
,لحوار التونسية افسد قناة عار على تونس الحبيبة,Negative
,صحة أشريبتكم ويعطيكم اصحا والله محله اكا صبيرى اشيضحك اما صخفني كي مات صحبو ..,Positive
,a7echmou 3la rwa7kom wallah dertou el 3aaar w baramejkom tafha w 5amja kifkom ya 5ommaj,Negative
,أشبيه ماسط هاكا إيقول لشكيب نهضاوي علاه ما يسألش لعماري أشبيه من النداء,Negative
,Oui barcha nife9,Negative
,عسيلة 😊😊😊😊,Positive
,محرزية العبيدي تمثل المرأة التونسية,Positive
,"البساطة و القلب الطيب و الأخلاق و الفرح و السعادة و الرقي و الأناقة عند آمنة فاخر ربي يخليك و يسعدك انشاالله مبروك البوم ولعت و أنا متأكدة بش يكون ""مولع"" أحسن البوم كيما متعودين بيك ديما أحسن و أفضل فنانة الحمدالله نحبك برشااااا mon adorable MINOU 🌸🌸🌸🌸🌸❤️❤️❤️❤️💕💕💕💖🎤🎤",Positive
,ملى كوراث استر ربي  والى راه خرجنا من البلاد ........,Negative
,مااحلاك رانا نحبوك وانت محبوبة و مشهورة خمسة و خميس عليك,Positive
,To9tel bedha7k,Positive
,Bravooooo haja o5ra bsara7a,Positive
,hhhhh m3alééém,Positive
,مسط مقداد,Negative
,Oui bravoooo,Positive
,أنا بالفعل مذهول بإجاباتها الديلوماسية هذه المرأة التونسية ولا لوح,Positive
,فنانة,Positive
,Mrith nafssani,Negative
,كلاب في بعضهم ...,Negative
,hhhhhhhhhhhhh m3allem ya karim hhhhhhhhhhh bravo bravo,Positive
,tharra7touh w taya7toulou 9adrou ...,Negative
,يا خويا ممسطو بجاه ربي فاش يعمل ماسط بالسخط,Negative
,Raw3a,Positive
,ماتعرفش اتمثل ماسطة,Negative
,Mahlekom,Positive
,Kelb ben kelb,Negative
,ya3tiha ysaha,Positive
,Ma7lek wallah 3asla,Positive
,هاذي بالذات مهزلة و عار و موش متربية كيما قال شكيب (مطب لغوي) ههههه,Negative
,3sal,Positive
,Ya masa5 bara ...... Omek ya ta7an,Negative
,تفوه حاشا خليقة الرحمان,Negative
,Bravo  Olfa.,Positive
,Mousalsil zbala,Negative
,mast last hèdha ws,Negative
,Échksra welb7ar,Negative
,ma7leha <3,Positive
,وحدك يا جعفور هههه,Positive
,brabi la3ed testad3aouha baya ellzardi mamsathaaaaaaaaaaaaaaaa,Negative
,Nhadhwiii se9t,Negative
,"توا هذا موضوع تحكوا فيه. ،حرام حرام الله لا تربحكم. وجايب واحد يدافع على روحوا ،يكب كبوبوا",Negative
,Rabi 5alikom lel b3athkom,Positive
,#maset_lasset,Negative
,لعنة الله عليك يا مسخ تفوووووووووه على وجهك المسود,Negative
,3tatk dnya ya jabri ya ghafas,Negative
,محلاه و مخف دموا,Positive
,souték 7louw mayssoun bravo <3,Positive
,3asal,Positive
,Bsaraha  traded  ye mrith :poop:,Negative
,ڨداش نكرهّ لمرا لي تغنّي بالمصري,Negative
,tfih alik enti w afkarek a sami,Negative
,نحبك يا كافو,Positive
,Yentabe9 3lih 9awl ecchi ya dhebbena mathamma fi denya ken ena !!,Negative
,مقرف لايقبل الحوار الممثل او الفنان ملك الجميع انا مثلا في المستقبل معادش نتفرج فيه  شىء مقرف  قواد شعب  طحان  ميبون,Negative
,M3almaaa😂,Positive
,maset bsara7a -_-,Negative
,Efffff Effffff Efffff brabbi kouloulhhaaa rakkk dakhlaa dakhlaa ghaltaa samhouni dakhlaa fihiiittt,Negative
,Hbel,Positive
,Hhhhhhhhhh 9talni bel msatta malla 3okaa,Negative
,y3tiha douda m7lahhhhhhhhhha <3,Positive
,بالدموع برافو,Positive
,behi bravo,Positive
,اعلام المجاري صنعتوا من الطحانة رجالا,Negative
,ههههههه ما أتفهك.....!!!!!!!,Negative
,مراة تعرف وش تقول,Positive
,7al9a raw3a bravo lebnet ma7lakem,Positive
,وجهو وجه الطحين ورخس,Negative
,ماشاء الله يعطيك الصحة…,Positive
,ولاه ماسط ولا يعرف إظحك لا شيئ,Negative
,مادام نحترمك ياسر مالا وهرة و كاريزما..قداش بش تكون المرأة التونسية مأثرة لو كانوا الكل كيفك..ربي يخليك,Positive
,انحبوها إناس,Positive
,بصراحة  انسان استءصالي وتافه برشا يحقد على النهضة ويستهزء بشكيب ,Negative
,تفووووووووووو يا اولادمفيدة القح......,Negative
,cv ta7founa ama dawer tofla l calme w l finou ywetik 5ir,Positive
,3sla ja3four,Positive
,برا مخيب وجهك جاية تحكي على المرأة التونسية وانتي أكبر وسمت عار لها برافو لوليد  التونسي كي عطاك درسك,Negative
,جعفور واصل على نفس المنوال,Positive
